"Year","Month","Days Since Sept 3rd 2000","#","Statium","Roof Type","Surface Type","Field Goals Made","Field Goals Missed","Temperture","Realtive Humitity","Wind Speed","Wind Chill"
2015,December,5580,4190,Raymond James Stadium,outdoors,grass,2,3,81,63,15,N/A
2015,December,5580,4192,Arrowhead Stadium,outdoors,grass,2,4,61,97,14,N/A
2015,December,5587,4201,TCF Bank Stadium,outdoors,fieldturf,2,2,36,0,3,N/A
2015,December,5587,4202,Gillette Stadium,outdoors,fieldturf,5,6,40,41,12,N/A
2015,December,5587,4203,MetLife Stadium,outdoors,fieldturf,1,2,41,37,8,N/A
2015,December,5587,4204,M&T Bank Stadium,outdoors,sportturf,2,2,41,35,5,N/A
2015,December,5587,4205,FedExField,outdoors,grass,1,1,43,30,3,N/A
2015,December,5587,4207,CenturyLink Field,outdoors,fieldturf,5,5,47,56,10,N/A
2015,December,5587,4208,Heinz Field,outdoors,grass,2,2,41,35,8,N/A
2015,December,5587,4211,Lincoln Financial Field,outdoors,grass,3,3,37,54,4,N/A
2015,December,5591,4213,O.co Coliseum,outdoors,grass,4,5,47,70,25,N/A
2015,December,5593,4214,Lincoln Financial Field,outdoors,grass,2,2,52,72,6,N/A
2015,December,5594,4216,Ralph Wilson Stadium,outdoors,a_turf,3,4,39,83,11,N/A
2015,December,5594,4223,Raymond James Stadium,outdoors,grass,4,5,83,59,13,N/A
2016,January,5602,4238,MetLife Stadium,outdoors,fieldturf,3,3,45,38,17,N/A
2016,January,5602,4241,Sports Authority Field at Mile High,outdoors,grass,4,4,50,21,5,N/A
2016,January,5615,4249,Gillette Stadium,outdoors,fieldturf,4,4,38,86,6,N/A
2016,January,5616,4251,Bank of America Stadium,outdoors,grass,2,3,43,65,7,N/A
2016,January,5616,4252,Sports Authority Field at Mile High,outdoors,grass,8,8,43,36,9,N/A
2016,January,5623,4253,Sports Authority Field at Mile High,outdoors,grass,4,4,46,36,6,N/A
2016,January,5623,4254,Bank of America Stadium,outdoors,grass,2,2,39,39,4,N/A
2016,September,5852,4264,Nissan Stadium,outdoors,grass,5,7,76,47,5,N/A
2016,September,5859,4277,Heinz Field,outdoors,grass,4,4,72,86,4,N/A
2016,September,5866,4296,Nissan Stadium,outdoors,grass,2,2,89,49,2,N/A
2016,September,5866,4298,Raymond James Stadium,outdoors,grass,1,2,91,58,4,N/A
2016,October,5874,4313,Raymond James Stadium,outdoors,grass,2,2,88,63,7,N/A
2016,October,5874,4317,Heinz Field,outdoors,grass,0,1,59,80,6,N/A
2016,October,5881,4324,Heinz Field,outdoors,grass,3,3,57,60,9,N/A
2016,October,5881,4331,Lambeau Field,outdoors,grass,6,6,49,0,7,N/A
2016,October,5892,4348,Lambeau Field,outdoors,grass,3,4,47,63,10,N/A
2016,October,5895,4354,Nissan Stadium,outdoors,grass,4,4,68,50,5,N/A
2016,October,5895,4360,Heinz Field,outdoors,grass,3,5,63,54,13,N/A
2016,October,5902,4366,New Era Field,outdoors,a_turf,3,4,49,92,9,N/A
2016,October,5902,4367,FirstEnergy Stadium,outdoors,grass,3,3,53,91,15,N/A
2016,October,5902,4369,Raymond James Stadium,outdoors,grass,2,4,86,54,15,N/A
2019,September,6941,5057,Soldier Field,outdoors,grass,2,2,65,69,10,N/A
2019,September,6944,5058,Bank of America Stadium,outdoors,grass,5,7,87,53,3,N/A
2019,September,6944,5059,FirstEnergy Stadium,outdoors,grass,2,2,71,55,10,N/A
2019,September,6944,5060,TIAA Bank Stadium,outdoors,grass,6,6,91,54,6,N/A
2019,September,6944,5061,Hard Rock Stadium,outdoors,grass,2,2,91,56,8,N/A
2019,September,6944,5063,MetLife Stadium,outdoors,fieldturf,1,2,77,46,6,N/A
2019,September,6944,5064,Lincoln Financial Field,outdoors,grass,3,3,79,49,4,N/A
2019,September,6944,5065,StubHub Center,outdoors,grass,2,4,77,52,10,N/A
2019,September,6944,5066,CenturyLink Field,outdoors,fieldturf,2,3,64,82,7,N/A
2019,September,6944,5069,Raymond James Stadium,outdoors,grass,4,5,93,52,9,N/A
2019,September,6944,5070,Gillette Stadium,outdoors,fieldturf,5,5,66,62,2,N/A
2019,September,6945,5072,Ring Central Coliseum,outdoors,grass,4,5,68,66,15,N/A
2019,September,6948,5073,Bank of America Stadium,outdoors,grass,6,7,85,55,3,N/A
2019,September,6951,5074,Paul Brown Stadium,outdoors,grass,3,5,81,45,5,N/A
2019,September,6951,5076,Lambeau Field,outdoors,grass,1,2,72,75,5,N/A
2019,September,6951,5078,Hard Rock Stadium,outdoors,grass,1,2,87,67,4,N/A
2019,September,6951,5079,MetLife Stadium,outdoors,fieldturf,0,1,79,48,5,N/A
2019,September,6951,5080,Nissan Stadium,outdoors,grass,1,2,93,45,1,N/A
2019,September,6951,5081,Heinz Field,outdoors,grass,2,3,81,51,3,N/A
2019,September,6951,5082,M&T Bank Stadium,outdoors,grass,6,6,82,60,8,N/A
2019,September,6951,5083,FedExField,outdoors,grass,1,1,80,46,7,N/A
2019,September,6951,5084,Ring Central Coliseum,outdoors,grass,1,1,70,61,13,N/A
2019,September,6951,5085,Empower Field at Mile High,outdoors,grass,5,5,87,14,3,N/A
2019,September,6951,5086,Los Angeles Memorial Coliseum,outdoors,grass,5,5,85,44,4,N/A
2019,September,6952,5088,MetLife Stadium,outdoors,fieldturf,4,4,72,69,3,N/A
2019,September,6955,5089,TIAA Bank Stadium,outdoors,grass,2,2,73,87,9,N/A
2019,September,6958,5090,New Era Field,outdoors,astroturf,3,4,83,53,13,N/A
2019,September,6958,5093,Lambeau Field,outdoors,grass,3,4,69,93,7,N/A
2019,September,6958,5096,Gillette Stadium,outdoors,fieldturf,1,1,81,49,10,N/A
2019,September,6958,5097,Lincoln Financial Field,outdoors,grass,3,4,84,53,7,N/A
2019,September,6958,5099,Raymond James Stadium,outdoors,grass,5,6,88,46,11,N/A
2019,September,6958,5100,StubHub Center,outdoors,grass,2,3,87,37,4,N/A
2019,September,6958,5101,CenturyLink Field,outdoors,fieldturf,0,0,63,85,8,N/A
2019,September,6958,5102,Levi's Stadium,outdoors,grass,3,3,79,36,3,N/A
2019,September,6958,5103,FirstEnergy Stadium,outdoors,grass,4,5,83,33,12,N/A
2019,September,6959,5104,FedExField,outdoors,grass,2,4,87,39,5,N/A
2019,September,6962,5105,Lambeau Field,outdoors,grass,2,2,60,62,3,N/A
2019,September,6965,5107,New Era Field,outdoors,astroturf,2,3,58,71,10,N/A
2019,September,6965,5111,Hard Rock Stadium,outdoors,grass,4,6,88,53,15,N/A
2019,September,6965,5112,MetLife Stadium,outdoors,fieldturf,2,2,77,42,11,N/A
2019,September,6965,5113,M&T Bank Stadium,outdoors,grass,3,3,83,57,8,N/A
2019,September,6965,5115,Los Angeles Memorial Coliseum,outdoors,grass,4,4,74,41,2,N/A
2019,September,6965,5116,Soldier Field,outdoors,grass,3,3,67,89,8,N/A
2019,September,6965,5117,Empower Field at Mile High,outdoors,grass,5,5,87,11,14,N/A
2019,September,6966,5119,Heinz Field,outdoors,grass,3,3,76,72,1,N/A
2019,October,6970,5120,CenturyLink Field,outdoors,fieldturf,4,6,57,56,7,N/A
2019,October,6973,5121,Bank of America Stadium,outdoors,grass,2,4,72,59,4,N/A
2019,October,6973,5122,Paul Brown Stadium,outdoors,grass,7,8,76,68,6,N/A
2019,October,6973,5125,MetLife Stadium,outdoors,fieldturf,5,5,66,73,10,N/A
2019,October,6973,5126,Nissan Stadium,outdoors,grass,0,4,77,71,13,N/A
2019,October,6973,5127,Lincoln Financial Field,outdoors,grass,1,2,68,68,10,N/A
2019,October,6973,5128,Heinz Field,outdoors,grass,7,7,70,74,7,N/A
2019,October,6973,5129,Tottenham Stadium,outdoors,grass,1,1,59,60,15,N/A
2019,October,6973,5130,FedExField,outdoors,grass,2,2,70,66,8,N/A
2019,October,6973,5131,StubHub Center,outdoors,grass,4,6,85,35,12,N/A
2019,October,6973,5133,Arrowhead Stadium,outdoors,grass,6,6,59,75,3,N/A
2019,October,6974,5134,Levi's Stadium,outdoors,grass,2,5,87,36,8,N/A
2019,October,6977,5135,Gillette Stadium,outdoors,fieldturf,0,1,54,61,13,N/A
2019,October,6980,5136,Tottenham Stadium,outdoors,grass,4,6,61,86,14,N/A
2019,October,6980,5137,FirstEnergy Stadium,outdoors,grass,2,2,58,38,20,N/A
2019,October,6980,5138,TIAA Bank Stadium,outdoors,grass,4,4,81,56,3,N/A
2019,October,6980,5139,Arrowhead Stadium,outdoors,grass,2,4,56,47,2,N/A
2019,October,6980,5140,Hard Rock Stadium,outdoors,grass,2,3,84,66,13,N/A
2019,October,6980,5142,M&T Bank Stadium,outdoors,grass,4,4,64,43,7,N/A
2019,October,6980,5144,Los Angeles Memorial Coliseum,outdoors,grass,2,3,77,42,2,N/A
2019,October,6980,5145,Empower Field at Mile High,outdoors,grass,3,3,69,9,7,N/A
2019,October,6980,5146,MetLife Stadium,outdoors,fieldturf,4,5,66,38,7,N/A
2019,October,6980,5147,StubHub Center,outdoors,grass,2,3,71,61,9,N/A
2019,October,6981,5148,Lambeau Field,outdoors,grass,8,8,43,73,5,N/A
2019,October,6984,5149,Empower Field at Mile High,outdoors,grass,3,4,75,7,6,N/A
2019,October,6987,5151,New Era Field,outdoors,astroturf,3,3,65,54,7,N/A
2019,October,6987,5152,Paul Brown Stadium,outdoors,grass,5,5,70,63,2,N/A
2019,October,6987,5155,Lambeau Field,outdoors,grass,1,1,55,74,6,N/A
2019,October,6987,5156,MetLife Stadium,outdoors,fieldturf,2,3,56,78,3,N/A
2019,October,6987,5157,FedExField,outdoors,grass,3,5,55,93,12,N/A
2019,October,6987,5158,Nissan Stadium,outdoors,grass,3,3,77,40,2,N/A
2019,October,6987,5159,Soldier Field,outdoors,grass,3,5,54,84,6,N/A
2019,October,6987,5160,CenturyLink Field,outdoors,fieldturf,6,7,50,79,8,N/A
2019,October,6988,5162,MetLife Stadium,outdoors,fieldturf,1,1,58,73,0,N/A
2019,October,6994,5165,New Era Field,outdoors,astroturf,1,2,54,87,23,N/A
2019,October,6994,5166,Soldier Field,outdoors,grass,4,7,52,59,9,N/A
2019,October,6994,5171,Nissan Stadium,outdoors,grass,5,5,59,67,3,N/A
2019,October,6994,5172,Wembley Stadium,outdoors,grass,2,2,48,69,5,N/A
2019,October,6994,5173,Levi's Stadium,outdoors,grass,2,2,66,20,19,N/A
2019,October,6994,5175,Gillette Stadium,outdoors,fieldturf,4,6,49,91,11,N/A
2019,October,6994,5176,Arrowhead Stadium,outdoors,grass,2,3,54,60,5,N/A
2019,October,6995,5177,Heinz Field,outdoors,grass,2,3,59,50,2,N/A
2019,November,7000,5179,Wembley Stadium,outdoors,grass,3,4,53,54,6,N/A
2019,November,7000,5180,New Era Field,outdoors,astroturf,4,4,42,56,18,N/A
2019,November,7000,5181,Bank of America Stadium,outdoors,grass,1,5,58,34,5,N/A
2019,November,7000,5182,Arrowhead Stadium,outdoors,grass,5,5,54,37,15,N/A
2019,November,7000,5183,Hard Rock Stadium,outdoors,grass,4,6,85,64,11,N/A
2019,November,7000,5184,Lincoln Financial Field,outdoors,grass,3,3,52,37,13,N/A
2019,November,7000,5185,Heinz Field,outdoors,grass,5,6,48,47,12,N/A
2019,November,7000,5186,Ring Central Coliseum,outdoors,grass,2,3,71,34,6,N/A
2019,November,7000,5187,CenturyLink Field,outdoors,fieldturf,4,7,54,66,6,N/A
2019,November,7000,5188,Empower Field at Mile High,outdoors,grass,5,5,55,32,4,N/A
2019,November,7000,5190,M&T Bank Stadium,outdoors,grass,3,3,48,41,1,N/A
2019,November,7001,5191,MetLife Stadium,outdoors,fieldturf,7,8,51,58,10,N/A
2019,November,7004,5192,Ring Central Coliseum,outdoors,grass,3,4,54,84,9,N/A
2019,November,7007,5193,Soldier Field,outdoors,grass,2,2,40,80,12,N/A
2019,November,7007,5194,Paul Brown Stadium,outdoors,grass,2,2,56,53,9,N/A
2019,November,7007,5197,MetLife Stadium,outdoors,fieldturf,2,3,48,50,8,N/A
2019,November,7007,5198,Nissan Stadium,outdoors,grass,4,5,63,35,9,N/A
2019,November,7007,5199,Raymond James Stadium,outdoors,grass,5,5,77,53,8,N/A
2019,November,7007,5202,Heinz Field,outdoors,grass,2,3,55,44,12,N/A
2019,November,7008,5204,Levi's Stadium,outdoors,grass,5,6,77,32,3,N/A
2019,November,7011,5205,FirstEnergy Stadium,outdoors,grass,0,3,36,57,10,N/A
2019,November,7014,5206,Bank of America Stadium,outdoors,grass,4,5,51,50,11,N/A
2019,November,7014,5209,Hard Rock Stadium,outdoors,grass,3,3,62,74,13,N/A
2019,November,7014,5211,M&T Bank Stadium,outdoors,grass,2,4,44,56,10,N/A
2019,November,7014,5212,Raymond James Stadium,outdoors,grass,3,3,55,79,4,N/A
2019,November,7014,5213,FedExField,outdoors,grass,1,3,43,58,8,N/A
2019,November,7014,5214,Levi's Stadium,outdoors,grass,3,3,72,46,0,N/A
2019,November,7014,5215,Lincoln Financial Field,outdoors,grass,4,4,42,57,13,N/A
2019,November,7014,5216,Ring Central Coliseum,outdoors,grass,2,3,76,41,13,N/A
2019,November,7014,5217,Los Angeles Memorial Coliseum,outdoors,grass,1,3,79,20,0,N/A
2019,November,7015,5218,Azteca Stadium,outdoors,grass,4,5,67,63,7,N/A
2019,November,7021,5221,New Era Field,outdoors,astroturf,3,3,40,75,17,N/A
2019,November,7021,5222,Soldier Field,outdoors,grass,2,4,48,59,12,N/A
2019,November,7021,5223,Paul Brown Stadium,outdoors,grass,4,4,46,62,10,N/A
2019,November,7021,5224,FirstEnergy Stadium,outdoors,grass,3,4,39,73,14,N/A
2019,November,7021,5226,MetLife Stadium,outdoors,fieldturf,3,5,43,93,12,N/A
2019,November,7021,5227,Lincoln Financial Field,outdoors,grass,2,2,40,78,17,N/A
2019,November,7021,5228,FedExField,outdoors,grass,7,8,46,56,17,N/A
2019,November,7021,5229,Nissan Stadium,outdoors,grass,2,2,52,54,9,N/A
2019,November,7021,5230,Gillette Stadium,outdoors,fieldturf,5,8,38,90,16,N/A
2019,November,7021,5231,Levi's Stadium,outdoors,grass,3,3,63,40,7,N/A
2019,November,7022,5232,Los Angeles Memorial Coliseum,outdoors,grass,3,3,62,64,5,N/A
2019,December,7029,5236,Bank of America Stadium,outdoors,grass,3,4,64,77,16,N/A
2019,December,7029,5237,Paul Brown Stadium,outdoors,grass,4,5,46,77,15,N/A
2019,December,7029,5241,MetLife Stadium,outdoors,fieldturf,3,3,32,86,10,N/A
2019,December,7029,5242,Heinz Field,outdoors,grass,4,4,46,91,6,N/A
2019,December,7029,5243,M&T Bank Stadium,outdoors,grass,3,4,40,91,13,N/A
2019,December,7029,5245,Empower Field at Mile High,outdoors,grass,5,6,33,51,7,N/A
2019,December,7029,5246,Arrowhead Stadium,outdoors,grass,2,3,36,55,20,N/A
2019,December,7030,5248,CenturyLink Field,outdoors,fieldturf,4,4,51,65,1,N/A
2019,December,7033,5249,Soldier Field,outdoors,grass,2,3,44,66,9,N/A
2019,December,7036,5251,New Era Field,outdoors,astroturf,4,4,43,48,18,N/A
2019,December,7036,5252,FirstEnergy Stadium,outdoors,grass,6,6,48,58,16,N/A
2019,December,7036,5253,Lambeau Field,outdoors,grass,3,3,37,75,10,N/A
2019,December,7036,5257,MetLife Stadium,outdoors,fieldturf,10,11,41,47,9,N/A
2019,December,7036,5258,Raymond James Stadium,outdoors,grass,3,4,78,58,9,N/A
2019,December,7036,5261,Gillette Stadium,outdoors,fieldturf,4,5,32,56,8,N/A
2019,December,7036,5262,Ring Central Coliseum,outdoors,grass,0,1,59,78,5,N/A
2019,December,7036,5263,Los Angeles Memorial Coliseum,outdoors,grass,2,3,60,79,4,N/A
2019,December,7037,5264,Lincoln Financial Field,outdoors,grass,2,3,53,87,11,N/A
2019,December,7040,5265,M&T Bank Stadium,outdoors,grass,0,1,33,55,3,N/A
2019,December,7043,5266,Bank of America Stadium,outdoors,grass,2,2,56,45,5,N/A
2019,December,7043,5267,Paul Brown Stadium,outdoors,grass,4,4,36,58,6,N/A
2019,December,7043,5269,Lambeau Field,outdoors,grass,2,2,11,70,7,N/A
2019,December,7043,5270,Arrowhead Stadium,outdoors,grass,4,4,24,88,8,N/A
2019,December,7043,5271,MetLife Stadium,outdoors,fieldturf,2,3,48,42,19,N/A
2019,December,7043,5272,Nissan Stadium,outdoors,grass,1,2,45,71,4,N/A
2019,December,7043,5273,FedExField,outdoors,grass,3,3,52,44,13,N/A
2019,December,7043,5275,Ring Central Coliseum,outdoors,grass,5,6,59,52,7,N/A
2019,December,7043,5276,StubHub Center,outdoors,grass,5,5,64,28,14,N/A
2019,December,7043,5278,Levi's Stadium,outdoors,grass,4,4,55,58,6,N/A
2019,December,7043,5279,Heinz Field,outdoors,grass,2,2,31,67,6,N/A
2019,December,7049,5281,Raymond James Stadium,outdoors,grass,5,6,73,65,11,N/A
2019,December,7049,5282,Gillette Stadium,outdoors,fieldturf,4,4,33,64,2,N/A
2019,December,7049,5283,Levi's Stadium,outdoors,grass,3,4,58,66,12,N/A
2019,December,7050,5285,FirstEnergy Stadium,outdoors,grass,2,2,49,41,10,N/A
2019,December,7050,5287,Hard Rock Stadium,outdoors,grass,3,4,76,68,15,N/A
2019,December,7050,5288,MetLife Stadium,outdoors,fieldturf,4,4,45,52,6,N/A
2019,December,7050,5289,Nissan Stadium,outdoors,grass,1,1,50,59,4,N/A
2019,December,7050,5290,FedExField,outdoors,grass,0,1,44,52,6,N/A
2019,December,7050,5291,Empower Field at Mile High,outdoors,grass,3,3,67,8,3,N/A
2019,December,7050,5292,StubHub Center,outdoors,grass,2,2,64,60,10,N/A
2019,December,7050,5293,Lincoln Financial Field,outdoors,grass,4,6,47,46,7,N/A
2019,December,7050,5294,CenturyLink Field,outdoors,fieldturf,4,5,43,87,7,N/A
2019,December,7050,5295,Soldier Field,outdoors,grass,3,3,45,66,10,N/A
2019,December,7057,5297,New Era Field,outdoors,astroturf,4,6,43,85,7,N/A
2019,December,7057,5298,Bank of America Stadium,outdoors,grass,1,1,63,89,9,N/A
2019,December,7057,5299,Paul Brown Stadium,outdoors,grass,3,3,64,80,7,N/A
2019,December,7057,5301,Arrowhead Stadium,outdoors,grass,1,1,40,70,16,N/A
2019,December,7057,5303,Gillette Stadium,outdoors,fieldturf,3,3,43,41,2,N/A
2019,December,7057,5304,Raymond James Stadium,outdoors,grass,5,8,78,77,12,N/A
2019,December,7057,5306,Empower Field at Mile High,outdoors,grass,6,8,31,43,6,N/A
2019,December,7057,5309,MetLife Stadium,outdoors,fieldturf,3,3,42,69,5,N/A
2019,December,7057,5310,Los Angeles Memorial Coliseum,outdoors,grass,2,3,62,47,0,N/A
2019,December,7057,5311,M&T Bank Stadium,outdoors,grass,5,5,46,91,7,N/A
2019,December,7057,5312,CenturyLink Field,outdoors,fieldturf,2,2,51,70,3,N/A
2020,January,7064,5314,Gillette Stadium,outdoors,fieldturf,2,2,44,88,4,N/A
2020,January,7065,5316,Lincoln Financial Field,outdoors,grass,4,5,41,40,17,N/A
2020,January,7071,5317,Levi's Stadium,outdoors,grass,3,3,56,67,11,N/A
2020,January,7071,5318,M&T Bank Stadium,outdoors,grass,2,2,69,70,12,N/A
2020,January,7072,5320,Lambeau Field,outdoors,grass,1,2,23,74,8,N/A
2020,January,7079,5322,Levi's Stadium,outdoors,grass,3,3,58,56,5,N/A
2020,September,7312,5324,Arrowhead Stadium,outdoors,grass,2,3,56,95,7,N/A
2020,September,7315,5326,Bills Stadium,outdoors,astroturf,3,5,67,93,15,N/A
2020,September,7315,5327,Bank of America Stadium,outdoors,grass,5,5,81,59,5,N/A
2020,September,7315,5329,TIAA Bank Stadium,outdoors,grass,4,5,80,85,3,N/A
2020,September,7315,5331,Gillette Stadium,outdoors,fieldturf,1,2,70,62,8,N/A
2020,September,7315,5332,M&T Bank Stadium,outdoors,grass,1,2,76,72,5,N/A
2020,September,7315,5333,FedExField,outdoors,grass,3,5,76,68,5,N/A
2020,September,7315,5334,Paul Brown Stadium,outdoors,grass,5,7,83,56,6,N/A
2020,September,7315,5336,Levi's Stadium,outdoors,grass,3,5,66,68,6,N/A
2020,September,7316,5338,MetLife Stadium,outdoors,fieldturf,3,3,71,44,5,N/A
2020,September,7316,5339,Empower Field at Mile High,outdoors,grass,1,4,79,14,10,N/A
2020,September,7319,5340,FirstEnergy Stadium,outdoors,grass,3,3,65,52,8,N/A
2020,September,7322,5341,Soldier Field,outdoors,grass,3,5,66,41,12,N/A
2020,September,7322,5344,Lambeau Field,outdoors,grass,2,3,66,41,12,N/A
2020,September,7322,5345,Hard Rock Stadium,outdoors,grass,3,3,90,68,5,N/A
2020,September,7322,5346,MetLife Stadium,outdoors,fieldturf,3,3,61,29,7,N/A
2020,September,7322,5347,Nissan Stadium,outdoors,grass,3,3,72,60,5,N/A
2020,September,7322,5348,Lincoln Financial Field,outdoors,grass,3,3,62,34,12,N/A
2020,September,7322,5349,Heinz Field,outdoors,grass,3,4,64,39,5,N/A
2020,September,7322,5350,Raymond James Stadium,outdoors,grass,2,2,85,72,17,N/A
2020,September,7322,5354,Lumen Field,outdoors,fieldturf,1,2,70,57,5,N/A
2020,September,7326,5356,TIAA Bank Stadium,outdoors,grass,1,1,81,75,12,N/A
2020,September,7329,5358,Bills Stadium,outdoors,astroturf,1,2,79,52,16,N/A
2020,September,7329,5359,FirstEnergy Stadium,outdoors,grass,2,2,73,64,18,N/A
2020,September,7329,5361,Gillette Stadium,outdoors,fieldturf,5,6,73,81,8,N/A
2020,September,7329,5362,MetLife Stadium,outdoors,fieldturf,6,7,75,72,2,N/A
2020,September,7329,5363,Lincoln Financial Field,outdoors,grass,6,6,76,82,5,N/A
2020,September,7329,5364,Heinz Field,outdoors,grass,2,2,79,69,6,N/A
2020,September,7329,5368,Empower Field at Mile High,outdoors,grass,3,3,55,39,7,N/A
2020,September,7329,5369,Lumen Field,outdoors,fieldturf,2,2,63,65,3,N/A
2020,September,7330,5371,M&T Bank Stadium,outdoors,grass,2,3,73,84,8,N/A
2020,October,7334,5372,MetLife Stadium,outdoors,fieldturf,8,8,64,55,6,N/A
2020,October,7337,5373,Bank of America Stadium,outdoors,grass,1,2,68,48,8,N/A
2020,October,7337,5374,Soldier Field,outdoors,grass,5,5,52,54,10,N/A
2020,October,7337,5375,Paul Brown Stadium,outdoors,grass,8,9,64,58,6,N/A
2020,October,7337,5379,Hard Rock Stadium,outdoors,grass,6,6,86,71,13,N/A
2020,October,7337,5380,Raymond James Stadium,outdoors,grass,2,4,75,87,6,N/A
2020,October,7337,5381,FedExField,outdoors,grass,2,3,65,45,5,N/A
2020,October,7337,5384,Levi's Stadium,outdoors,grass,1,1,84,30,12,N/A
2020,October,7338,5385,Arrowhead Stadium,outdoors,grass,3,3,73,39,14,N/A
2020,October,7338,5386,Lambeau Field,outdoors,grass,2,2,53,46,9,N/A
2020,October,7341,5387,Soldier Field,outdoors,grass,6,6,57,74,7,N/A
2020,October,7344,5390,Arrowhead Stadium,outdoors,grass,3,3,80,57,16,N/A
2020,October,7344,5391,MetLife Stadium,outdoors,fieldturf,2,2,64,57,8,N/A
2020,October,7344,5392,Heinz Field,outdoors,grass,1,2,70,89,4,N/A
2020,October,7344,5393,M&T Bank Stadium,outdoors,grass,3,4,69,92,3,N/A
2020,October,7344,5394,FedExField,outdoors,grass,2,2,69,82,2,N/A
2020,October,7344,5395,Levi's Stadium,outdoors,grass,6,6,73,41,6,N/A
2020,October,7344,5396,FirstEnergy Stadium,outdoors,grass,6,6,64,67,16,N/A
2020,October,7344,5398,Lumen Field,outdoors,fieldturf,2,2,54,90,10,N/A
2020,October,7346,5400,Nissan Stadium,outdoors,grass,1,1,73,32,3,N/A
2020,October,7351,5401,Bank of America Stadium,outdoors,grass,6,7,63,44,6,N/A
2020,October,7351,5403,TIAA Bank Stadium,outdoors,grass,3,5,78,78,10,N/A
2020,October,7351,5405,Gillette Stadium,outdoors,fieldturf,8,8,58,45,7,N/A
2020,October,7351,5406,MetLife Stadium,outdoors,fieldturf,4,5,62,48,0,N/A
2020,October,7351,5407,Nissan Stadium,outdoors,grass,1,3,61,58,10,N/A
2020,October,7351,5408,Lincoln Financial Field,outdoors,grass,3,4,61,52,7,N/A
2020,October,7351,5409,Heinz Field,outdoors,grass,1,1,61,43,9,N/A
2020,October,7351,5410,Hard Rock Stadium,outdoors,grass,1,2,85,66,15,N/A
2020,October,7351,5411,Raymond James Stadium,outdoors,grass,2,2,88,48,12,N/A
2020,October,7351,5412,Levi's Stadium,outdoors,grass,2,2,86,22,10,N/A
2020,October,7352,5413,Bills Stadium,outdoors,astroturf,3,4,51,92,6,N/A
2020,October,7355,5415,Lincoln Financial Field,outdoors,grass,1,2,70,75,4,N/A
2020,October,7358,5417,Paul Brown Stadium,outdoors,grass,3,3,48,77,8,N/A
2020,October,7358,5420,MetLife Stadium,outdoors,fieldturf,7,9,52,52,8,N/A
2020,October,7358,5421,Nissan Stadium,outdoors,grass,3,4,55,88,3,N/A
2020,October,7358,5422,FedExField,outdoors,grass,2,3,46,90,5,N/A
2020,October,7358,5424,Empower Field at Mile High,outdoors,grass,4,4,14,78,11,N/A
2020,October,7358,5425,Gillette Stadium,outdoors,fieldturf,4,4,49,60,7,N/A
2020,October,7362,5429,Bank of America Stadium,outdoors,grass,5,5,76,76,8,N/A
2020,November,7364,5430,Bills Stadium,outdoors,astroturf,3,3,41,87,17,N/A
2020,November,7364,5431,Paul Brown Stadium,outdoors,grass,1,2,48,52,24,N/A
2020,November,7364,5432,FirstEnergy Stadium,outdoors,grass,5,7,49,56,35,N/A
2020,November,7364,5434,Lambeau Field,outdoors,grass,0,0,34,50,23,N/A
2020,November,7364,5435,Arrowhead Stadium,outdoors,grass,3,4,52,0,11,N/A
2020,November,7364,5436,Hard Rock Stadium,outdoors,grass,1,2,86,73,10,N/A
2020,November,7364,5437,M&T Bank Stadium,outdoors,grass,1,1,52,97,7,N/A
2020,November,7364,5438,Empower Field at Mile High,outdoors,grass,4,4,64,23,10,N/A
2020,November,7364,5439,Soldier Field,outdoors,grass,7,8,40,41,20,N/A
2020,November,7364,5440,Lumen Field,outdoors,fieldturf,1,1,55,58,4,N/A
2020,November,7364,5441,Lincoln Financial Field,outdoors,grass,3,4,49,66,17,N/A
2020,November,7365,5442,MetLife Stadium,outdoors,fieldturf,5,5,39,46,8,N/A
2020,November,7368,5443,Levi's Stadium,outdoors,grass,3,3,78,83,5,N/A
2020,November,7371,5445,Bills Stadium,outdoors,astroturf,5,6,69,41,4,N/A
2020,November,7371,5447,TIAA Bank Stadium,outdoors,grass,4,4,79,71,14,N/A
2020,November,7371,5448,Arrowhead Stadium,outdoors,grass,3,6,71,63,19,N/A
2020,November,7371,5450,Nissan Stadium,outdoors,grass,2,2,77,55,14,N/A
2020,November,7371,5451,FedExField,outdoors,grass,5,5,75,49,1,N/A
2020,November,7371,5455,Raymond James Stadium,outdoors,grass,2,2,77,76,17,N/A
2020,November,7372,5456,MetLife Stadium,outdoors,fieldturf,5,5,61,72,2,N/A
2020,November,7375,5457,Nissan Stadium,outdoors,grass,3,4,56,46,6,N/A
2020,November,7378,5458,Bank of America Stadium,outdoors,grass,5,5,65,90,15,N/A
2020,November,7378,5459,FirstEnergy Stadium,outdoors,grass,1,2,59,66,25,N/A
2020,November,7378,5461,Lambeau Field,outdoors,grass,3,3,38,76,23,N/A
2020,November,7378,5462,MetLife Stadium,outdoors,fieldturf,3,3,56,60,18,N/A
2020,November,7378,5464,Hard Rock Stadium,outdoors,grass,3,4,83,73,7,N/A
2020,November,7378,5467,Heinz Field,outdoors,grass,4,4,52,82,21,N/A
2020,November,7378,5469,Gillette Stadium,outdoors,fieldturf,2,2,52,81,13,N/A
