"Year","Month","Days Since Sept 3rd 2000","#","Statium","Roof Type","Surface Type","Field Goals Made","Field Goals Missed","Temperture","Realtive Humitity","Wind Speed","Wind Chill"
2022,October,8086,5978,FedExField,outdoors,grass,3,4,62,66,7,N/A
2022,October,8086,5982,Levi's Stadium,outdoors,grass,3,4,64,34,10,N/A
2022,October,8086,5983,Hard Rock Stadium,outdoors,grass,4,4,78,63,10,N/A
2022,October,8087,5984,Gillette Stadium,outdoors,fieldturf,4,4,56,100,4,N/A
2022,October,8090,5985,Raymond James Stadium,outdoors,grass,5,6,79,74,4,N/A
2022,October,8093,5986,Wembley Stadium,outdoors,grass,1,1,61,77,11,N/A
2022,October,8093,5992,MetLife Stadium,outdoors,fieldturf,6,7,59,45,1,N/A
2022,October,8093,5993,Lincoln Financial Field,outdoors,grass,2,2,61,47,2,N/A
2022,October,8093,5997,Lumen Field,outdoors,fieldturf,4,4,54,72,12,N/A
2022,October,8093,5998,Highmark Stadium,outdoors,a_turf,3,4,50,57,4,N/A
2022,October,8094,5999,FirstEnergy Stadium,outdoors,grass,1,3,66,69,9,N/A
2022,November,8099,6002,Soldier Field,outdoors,grass,1,2,58,55,17,N/A
2022,November,8099,6003,Paycor Stadium,outdoors,fieldturf,0,1,68,57,11,N/A
2022,November,8099,6005,TIAA Bank Stadium,outdoors,grass,4,5,81,72,14,N/A
2022,November,8099,6006,Gillette Stadium,outdoors,fieldturf,5,6,78,56,13,N/A
2022,November,8099,6007,MetLife Stadium,outdoors,fieldturf,3,4,69,81,17,N/A
2022,November,8099,6008,FedExField,outdoors,grass,3,3,71,79,11,N/A
2022,November,8099,6010,Raymond James Stadium,outdoors,grass,5,6,88,57,2,N/A
2022,November,8099,6011,GEHA Field at Arrowhead Stadium,outdoors,grass,3,4,54,61,7,N/A
2022,November,8103,6013,Bank of America Stadium,outdoors,grass,5,5,61,88,12,N/A
2022,November,8106,6014,Allianz Arena,outdoors,grass,1,2,54,71,9,N/A
2022,November,8106,6015,Highmark Stadium,outdoors,a_turf,5,5,38,85,11,N/A
2022,November,8106,6016,Soldier Field,outdoors,grass,2,2,34,45,13,N/A
2022,November,8106,6017,GEHA Field at Arrowhead Stadium,outdoors,grass,1,3,33,56,7,N/A
2022,November,8106,6018,Hard Rock Stadium,outdoors,grass,3,3,85,48,7,N/A
2022,November,8106,6019,MetLife Stadium,outdoors,fieldturf,4,4,50,58,15,N/A
2022,November,8106,6020,Nissan Stadium,outdoors,grass,2,2,36,48,9,N/A
2022,November,8106,6021,Acrisure Stadium,outdoors,grass,3,5,37,65,15,N/A
2022,November,8106,6023,Lambeau Field,outdoors,grass,1,2,33,53,8,N/A
2022,November,8106,6025,Levi's Stadium,outdoors,grass,6,6,57,38,6,N/A
2022,November,8107,6026,Lincoln Financial Field,outdoors,grass,4,4,43,45,6,N/A
2022,November,8110,6027,Lambeau Field,outdoors,grass,1,1,25,81,11,N/A
2022,November,8113,6033,Gillette Stadium,outdoors,fieldturf,2,4,42,35,2,N/A
2022,November,8113,6034,MetLife Stadium,outdoors,fieldturf,1,1,35,30,21,N/A
2022,November,8113,6035,M&T Bank Stadium,outdoors,grass,3,3,36,24,2,N/A
2022,November,8113,6036,Empower Field at Mile High,outdoors,grass,6,8,49,23,11,N/A
2022,November,8113,6038,Acrisure Stadium,outdoors,grass,6,6,27,38,12,N/A
2022,November,8114,6040,Azteca Stadium,outdoors,grass,2,2,64,52,4,N/A
2022,November,8120,6044,Bank of America Stadium,outdoors,grass,4,5,66,94,15,N/A
2022,November,8120,6045,FirstEnergy Stadium,outdoors,grass,2,3,56,84,14,N/A
2022,November,8120,6046,TIAA Bank Stadium,outdoors,grass,6,7,77,82,19,N/A
2022,November,8120,6047,Hard Rock Stadium,outdoors,grass,4,4,84,63,13,N/A
2022,November,8120,6048,MetLife Stadium,outdoors,fieldturf,2,3,50,61,9,N/A
2022,November,8120,6049,Nissan Stadium,outdoors,grass,5,6,56,62,14,N/A
2022,November,8120,6050,FedExField,outdoors,grass,4,5,46,97,9,N/A
2022,November,8120,6052,Lumen Field,outdoors,fieldturf,4,5,44,67,8,N/A
2022,November,8120,6053,GEHA Field at Arrowhead Stadium,outdoors,grass,5,5,44,65,6,N/A
2022,November,8120,6054,Levi's Stadium,outdoors,grass,2,3,59,63,2,N/A
2022,November,8120,6055,Lincoln Financial Field,outdoors,grass,4,4,62,86,24,N/A
2022,December,8125,6057,Gillette Stadium,outdoors,fieldturf,2,3,35,57,2,N/A
2022,December,8128,6059,Soldier Field,outdoors,grass,4,5,38,42,12,N/A
2022,December,8128,6063,MetLife Stadium,outdoors,fieldturf,4,6,40,63,9,N/A
2022,December,8128,6064,Lincoln Financial Field,outdoors,grass,1,1,60,62,7,N/A
2022,December,8128,6065,M&T Bank Stadium,outdoors,grass,4,5,63,75,8,N/A
2022,December,8128,6067,Levi's Stadium,outdoors,grass,5,5,38,73,6,N/A
2022,December,8128,6068,Paycor Stadium,outdoors,fieldturf,3,4,57,77,2,N/A
2022,December,8129,6071,Raymond James Stadium,outdoors,grass,4,4,69,78,2,N/A
2022,December,8135,6073,Highmark Stadium,outdoors,a_turf,3,3,36,92,11,N/A
2022,December,8135,6074,Paycor Stadium,outdoors,fieldturf,2,2,47,63,8,N/A
2022,December,8135,6077,MetLife Stadium,outdoors,fieldturf,2,2,37,78,6,N/A
2022,December,8135,6078,Nissan Stadium,outdoors,grass,3,3,54,77,8,N/A
2022,December,8135,6079,Acrisure Stadium,outdoors,grass,3,4,42,82,12,N/A
2022,December,8135,6080,Empower Field at Mile High,outdoors,grass,2,2,55,19,4,N/A
2022,December,8135,6081,Lumen Field,outdoors,fieldturf,4,4,45,97,4,N/A
2022,December,8135,6082,Levi's Stadium,outdoors,grass,0,1,54,54,8,N/A
2022,December,8139,6085,Lumen Field,outdoors,fieldturf,2,3,39,71,6,N/A
2022,December,8141,6087,FirstEnergy Stadium,outdoors,grass,3,7,34,59,12,N/A
2022,December,8141,6088,Highmark Stadium,outdoors,a_turf,4,4,29,92,4,N/A
2022,December,8142,6089,Bank of America Stadium,outdoors,grass,4,4,47,37,7,N/A
2022,December,8142,6090,Soldier Field,outdoors,grass,1,2,17,70,17,N/A
2022,December,8142,6092,TIAA Bank Stadium,outdoors,grass,4,4,54,37,9,N/A
2022,December,8142,6094,MetLife Stadium,outdoors,fieldturf,3,5,38,52,13,N/A
2022,December,8142,6095,Empower Field at Mile High,outdoors,grass,4,5,37,20,4,N/A
2022,December,8142,6098,Raymond James Stadium,outdoors,grass,3,4,66,43,6,N/A
2022,December,8142,6099,FedExField,outdoors,grass,4,4,35,47,13,N/A
2022,December,8143,6100,Lambeau Field,outdoors,grass,3,3,15,76,4,N/A
2022,December,8146,6101,MetLife Stadium,outdoors,fieldturf,5,6,43,89,17,N/A
2022,December,8148,6102,Bank of America Stadium,outdoors,grass,4,4,20,43,12,N/A
2022,December,8148,6103,Soldier Field,outdoors,grass,2,3,7,72,17,N/A
2022,December,8148,6104,FirstEnergy Stadium,outdoors,grass,2,2,6,66,27,N/A
2022,December,8148,6105,GEHA Field at Arrowhead Stadium,outdoors,grass,2,2,12,61,9,N/A
2022,December,8148,6107,Gillette Stadium,outdoors,fieldturf,1,2,21,43,2,N/A
2022,December,8148,6108,Nissan Stadium,outdoors,grass,2,2,22,55,14,N/A
2022,December,8148,6109,M&T Bank Stadium,outdoors,grass,6,7,17,38,9,N/A
2022,December,8148,6110,Levi's Stadium,outdoors,grass,3,3,54,82,2,N/A
2022,December,8148,6112,Acrisure Stadium,outdoors,grass,3,5,9,76,21,N/A
2022,December,8149,6113,Hard Rock Stadium,outdoors,grass,6,7,45,68,14,N/A
2022,December,8153,6117,Nissan Stadium,outdoors,grass,4,4,56,72,4,N/A
2023,January,8156,6121,GEHA Field at Arrowhead Stadium,outdoors,grass,1,2,47,80,2,N/A
2023,January,8156,6122,Gillette Stadium,outdoors,fieldturf,1,2,53,73,2,N/A
2023,January,8156,6123,MetLife Stadium,outdoors,fieldturf,2,3,52,57,14,N/A
2023,January,8156,6124,Lincoln Financial Field,outdoors,grass,3,3,54,57,11,N/A
2023,January,8156,6125,Raymond James Stadium,outdoors,grass,2,4,75,87,2,N/A
2023,January,8156,6126,FedExField,outdoors,grass,2,2,59,51,9,N/A
2023,January,8156,6128,Lumen Field,outdoors,fieldturf,5,7,45,93,2,N/A
2023,January,8156,6129,Lambeau Field,outdoors,grass,3,5,39,79,7,N/A
2023,January,8156,6131,M&T Bank Stadium,outdoors,grass,5,6,44,89,2,N/A
2023,January,8162,6133,TIAA Bank Stadium,outdoors,grass,5,5,56,67,4,N/A
2023,January,8163,6135,Highmark Stadium,outdoors,a_turf,1,1,30,74,6,N/A
2023,January,8163,6136,Soldier Field,outdoors,grass,3,3,32,74,2,N/A
2023,January,8163,6137,Paycor Stadium,outdoors,fieldturf,5,5,38,62,7,N/A
2023,January,8163,6139,Hard Rock Stadium,outdoors,grass,5,6,75,66,9,N/A
2023,January,8163,6141,Acrisure Stadium,outdoors,grass,2,2,36,64,8,N/A
2023,January,8163,6142,Empower Field at Mile High,outdoors,grass,3,3,43,39,4,N/A
2023,January,8163,6143,Lincoln Financial Field,outdoors,grass,6,6,43,55,12,N/A
2023,January,8163,6144,Lumen Field,outdoors,fieldturf,7,8,45,100,4,N/A
2023,January,8163,6145,Levi's Stadium,outdoors,grass,1,1,57,77,2,N/A
2023,January,8163,6146,FedExField,outdoors,grass,2,4,42,53,7,N/A
2023,January,8163,6147,Lambeau Field,outdoors,grass,5,7,21,92,4,N/A
2023,January,8169,6148,Levi's Stadium,outdoors,grass,5,5,57,82,11,N/A
2023,January,8169,6149,TIAA Bank Stadium,outdoors,grass,4,5,37,75,4,N/A
2023,January,8170,6150,Highmark Stadium,outdoors,a_turf,5,5,27,80,4,N/A
2023,January,8170,6152,Paycor Stadium,outdoors,fieldturf,2,2,30,71,4,N/A
2023,January,8171,6153,Raymond James Stadium,outdoors,grass,0,0,58,42,2,N/A
2023,January,8176,6154,GEHA Field at Arrowhead Stadium,outdoors,grass,4,4,36,92,6,N/A
2023,January,8176,6155,Lincoln Financial Field,outdoors,grass,1,1,40,55,6,N/A
2023,January,8177,6156,Highmark Stadium,outdoors,a_turf,3,3,32,100,4,N/A
2023,January,8177,6157,Levi's Stadium,outdoors,grass,6,6,55,47,19,N/A
2023,January,8184,6158,Lincoln Financial Field,outdoors,grass,1,1,52,48,14,N/A
2023,January,8184,6159,GEHA Field at Arrowhead Stadium,outdoors,grass,5,5,22,55,13,N/A
