Year,Month,Days Since Sept 3rd 2000,#,Statium,Roof Type,Surface Type,Field Goals Made,Field Goals Missed,Temperture,Realtive Humitity,Wind Speed,Wind Chill
2005,December,1933,1537,Hubert H. Humphrey Metrodome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2005,December,1933,1538,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2005,December,1939,1544,Edward Jones Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2005,December,1939,1552,Alamo Dome,dome,fieldturf,6,6,N/A,N/A,N/A,N/A
2006,January,1947,1564,RCA Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,January,1947,1569,Georgia Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2006,January,1947,1572,Hubert H. Humphrey Metrodome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,January,1961,1581,RCA Dome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2006,February,1979,1585,Ford Field,dome,fieldturf,1,3,N/A,N/A,N/A,N/A
2006,September,2198,1589,Reliant Stadium,retractable roof (closed),grass,2,2,N/A,N/A,N/A,N/A
2006,September,2198,1591,Edward Jones Dome,dome,fieldturf,7,8,N/A,N/A,N/A,N/A
2006,September,2198,1595,Ford Field,dome,fieldturf,5,8,N/A,N/A,N/A,N/A
2006,September,2198,1596,University of Phoenix Stadium,retractable roof (closed),grass,4,5,N/A,N/A,N/A,N/A
2006,September,2205,1607,RCA Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2006,September,2205,1609,Hubert H. Humphrey Metrodome,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
2006,September,2205,1610,Georgia Dome,dome,fieldturf,1,7,N/A,N/A,N/A,N/A
2006,September,2212,1619,RCA Dome,dome,fieldturf,0,2,N/A,N/A,N/A,N/A
2006,September,2212,1620,Ford Field,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2006,September,2212,1623,Reliant Stadium,retractable roof (closed),grass,1,1,N/A,N/A,N/A,N/A
2006,September,2212,1625,Hubert H. Humphrey Metrodome,dome,fieldturf,7,7,N/A,N/A,N/A,N/A
2006,September,2212,1627,University of Phoenix Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
2006,September,2213,1631,Louisiana Superdome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2006,October,2220,1635,Reliant Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
2006,October,2220,1638,Georgia Dome,dome,fieldturf,7,7,N/A,N/A,N/A,N/A
2006,October,2220,1640,Edward Jones Dome,dome,fieldturf,6,7,N/A,N/A,N/A,N/A
2006,October,2227,1647,RCA Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2006,October,2227,1651,Louisiana Superdome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2006,October,2227,1653,Hubert H. Humphrey Metrodome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,October,2227,1654,University of Phoenix Stadium,retractable roof (closed),grass,5,6,N/A,N/A,N/A,N/A
2006,October,2234,1661,Louisiana Superdome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,October,2234,1662,Edward Jones Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2006,October,2234,1666,Ford Field,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2006,October,2234,1667,Georgia Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2006,October,2241,1680,Georgia Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2006,October,2241,1682,RCA Dome,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2006,October,2248,1691,Louisiana Superdome,dome,fieldturf,0,0,N/A,N/A,N/A,N/A
2006,October,2249,1699,Hubert H. Humphrey Metrodome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2006,November,2254,1703,Edward Jones Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2006,November,2254,1707,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,November,2261,1714,RCA Dome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2006,November,2261,1718,Ford Field,dome,fieldturf,6,6,N/A,N/A,N/A,N/A
2006,November,2261,1722,Georgia Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,November,2261,1723,Hubert H. Humphrey Metrodome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2006,November,2268,1734,Louisiana Superdome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2006,November,2268,1741,University of Phoenix Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
2006,November,2272,1746,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,November,2275,1751,Edward Jones Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,November,2275,1755,Georgia Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2006,November,2275,1756,Hubert H. Humphrey Metrodome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2006,November,2275,1760,RCA Dome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2006,December,2283,1766,Edward Jones Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2006,December,2283,1771,Louisiana Superdome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,December,2290,1781,Reliant Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
2006,December,2290,1785,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2006,December,2290,1788,University of Phoenix Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
2006,December,2291,1793,Edward Jones Dome,dome,fieldturf,0,3,N/A,N/A,N/A,N/A
2006,December,2296,1795,Georgia Dome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2006,December,2297,1802,Louisiana Superdome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2006,December,2297,1804,Hubert H. Humphrey Metrodome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2006,December,2298,1809,RCA Dome,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2006,December,2304,1814,Edward Jones Dome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2006,December,2304,1815,Georgia Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2006,December,2304,1817,Ford Field,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2006,December,2304,1818,Reliant Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
2006,December,2311,1833,Louisiana Superdome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2006,December,2311,1835,Hubert H. Humphrey Metrodome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2006,December,2311,1837,RCA Dome,dome,fieldturf,7,7,N/A,N/A,N/A,N/A
2007,January,2317,1842,RCA Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2007,January,2324,1847,Louisiana Superdome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2007,January,2332,1851,RCA Dome,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2007,September,2559,1853,RCA Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2007,September,2562,1854,Edward Jones Dome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2007,September,2562,1855,Hubert H. Humphrey Metrodome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2007,September,2562,1862,Reliant Stadium,retractable roof (closed),grass,3,4,N/A,N/A,N/A,N/A
2007,September,2569,1872,Edward Jones Dome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2007,September,2569,1877,University of Phoenix Stadium,retractable roof (closed),grass,5,6,N/A,N/A,N/A,N/A
2007,September,2569,1878,Ford Field,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2007,September,2576,1893,Reliant Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
2007,September,2576,1897,Georgia Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2007,September,2577,1900,Louisiana Superdome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2007,September,2583,1901,Georgia Dome,dome,fieldturf,7,9,N/A,N/A,N/A,N/A
2007,September,2583,1905,Ford Field,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2007,September,2583,1906,Hubert H. Humphrey Metrodome,dome,fieldturf,6,6,N/A,N/A,N/A,N/A
2007,September,2583,1910,RCA Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2007,September,2583,1911,University of Phoenix Stadium,retractable roof (closed),grass,0,1,N/A,N/A,N/A,N/A
2007,October,2591,1916,Reliant Stadium,retractable roof (closed),grass,9,9,N/A,N/A,N/A,N/A
2007,October,2591,1920,Edward Jones Dome,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
2007,October,2591,1922,Louisiana Superdome,dome,fieldturf,5,7,N/A,N/A,N/A,N/A
2007,October,2591,1924,RCA Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2007,October,2598,1937,University of Phoenix Stadium,retractable roof (closed),grass,5,6,N/A,N/A,N/A,N/A
2007,October,2599,1941,Georgia Dome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2007,October,2605,1943,Reliant Stadium,retractable roof (closed),grass,8,8,N/A,N/A,N/A,N/A
2007,October,2605,1946,Ford Field,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2007,October,2605,1947,Louisiana Superdome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2007,October,2612,1956,Edward Jones Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2007,October,2612,1962,Hubert H. Humphrey Metrodome,dome,fieldturf,6,7,N/A,N/A,N/A,N/A
2007,November,2618,1971,Georgia Dome,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2007,November,2618,1973,Ford Field,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2007,November,2618,1974,Louisiana Superdome,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2007,November,2618,1977,Hubert H. Humphrey Metrodome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2007,November,2618,1980,RCA Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2007,November,2625,1986,Louisiana Superdome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2007,November,2625,1992,University of Phoenix Stadium,retractable roof (closed),grass,1,1,N/A,N/A,N/A,N/A
2007,November,2632,1998,RCA Dome,dome,fieldturf,3,7,N/A,N/A,N/A,N/A
2007,November,2632,2000,Reliant Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
2007,November,2632,2003,Ford Field,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2007,November,2632,2005,Georgia Dome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2007,November,2632,2006,Hubert H. Humphrey Metrodome,dome,fieldturf,7,7,N/A,N/A,N/A,N/A
2007,November,2636,2013,Ford Field,dome,fieldturf,7,7,N/A,N/A,N/A,N/A
2007,November,2636,2015,Georgia Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2007,November,2639,2017,Edward Jones Dome,dome,fieldturf,2,4,N/A,N/A,N/A,N/A
2007,December,2647,2031,Edward Jones Dome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2007,December,2647,2032,RCA Dome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2007,December,2647,2038,Hubert H. Humphrey Metrodome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2007,December,2647,2042,Louisiana Superdome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2007,December,2654,2046,Reliant Stadium,retractable roof (closed),grass,0,0,N/A,N/A,N/A,N/A
2007,December,2654,2052,Ford Field,dome,fieldturf,2,4,N/A,N/A,N/A,N/A
2007,December,2655,2060,Georgia Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2007,December,2661,2064,Edward Jones Dome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2007,December,2661,2069,Louisiana Superdome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2007,December,2662,2076,Hubert H. Humphrey Metrodome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2007,December,2665,2077,Edward Jones Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2007,December,2668,2081,RCA Dome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2007,December,2668,2082,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2007,December,2668,2084,Louisiana Superdome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2007,December,2668,2091,Hubert H. Humphrey Metrodome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2007,December,2675,2101,Georgia Dome,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2007,December,2675,2108,RCA Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2008,January,2690,2115,RCA Dome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2008,February,2708,2119,University of Phoenix Stadium,retractable roof (closed),grass,1,1,N/A,N/A,N/A,N/A
2008,September,2926,2123,Louisiana Superdome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2008,September,2926,2127,Georgia Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2008,September,2933,2137,Edward Jones Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2008,September,2933,2140,Ford Field,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2008,September,2933,2143,Hubert H. Humphrey Metrodome,dome,fieldturf,6,8,N/A,N/A,N/A,N/A
2008,September,2933,2146,University of Phoenix Stadium,retractable roof (closed),grass,2,2,N/A,N/A,N/A,N/A
2008,September,2940,2151,Georgia Dome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2008,September,2940,2158,Hubert H. Humphrey Metrodome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2008,September,2940,2163,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
2008,September,2947,2172,Louisiana Superdome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2008,September,2947,2176,Edward Jones Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2008,October,2955,2180,Ford Field,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2008,October,2955,2191,University of Phoenix Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
2008,October,2956,2193,Louisiana Superdome,dome,fieldturf,5,7,N/A,N/A,N/A,N/A
2008,October,2962,2194,Georgia Dome,dome,fieldturf,7,8,N/A,N/A,N/A,N/A
2008,October,2962,2197,Louisiana Superdome,dome,fieldturf,3,6,N/A,N/A,N/A,N/A
2008,October,2962,2201,Hubert H. Humphrey Metrodome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2008,October,2962,2203,University of Phoenix Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
2008,October,2969,2209,Edward Jones Dome,dome,fieldturf,2,4,N/A,N/A,N/A,N/A
2008,October,2976,2226,Ford Field,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
2008,November,2982,2236,Edward Jones Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2008,November,2982,2243,Hubert H. Humphrey Metrodome,dome,fieldturf,0,0,N/A,N/A,N/A,N/A
2008,November,2989,2252,Ford Field,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2008,November,2989,2255,Georgia Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2008,November,2989,2258,Hubert H. Humphrey Metrodome,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2008,November,2996,2266,Georgia Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2008,November,2996,2267,Lucas Oil Stadium,retractable roof (closed),fieldturf,6,6,N/A,N/A,N/A,N/A
2008,November,3003,2282,Edward Jones Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2008,November,3003,2288,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2008,November,3003,2291,Georgia Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2008,November,3003,2292,University of Phoenix Stadium,retractable roof (closed),grass,6,7,N/A,N/A,N/A,N/A
2008,November,3004,2295,Louisiana Superdome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2008,November,3007,2296,Ford Field,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2008,November,3010,2299,Edward Jones Dome,dome,fieldturf,7,7,N/A,N/A,N/A,N/A
2008,November,3010,2310,Hubert H. Humphrey Metrodome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2008,December,3018,2314,Lucas Oil Stadium,retractable roof (closed),fieldturf,1,1,N/A,N/A,N/A,N/A
2008,December,3018,2316,Louisiana Superdome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2008,December,3018,2317,Ford Field,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2008,December,3018,2320,Rogers Centre,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2008,December,3025,2330,Edward Jones Dome,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2008,December,3025,2331,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
2008,December,3025,2333,Georgia Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2008,December,3032,2347,Edward Jones Dome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2008,December,3032,2352,Ford Field,dome,fieldturf,0,0,N/A,N/A,N/A,N/A
2008,December,3032,2356,Hubert H. Humphrey Metrodome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2008,December,3039,2360,Georgia Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2008,December,3039,2363,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,4,N/A,N/A,N/A,N/A
2008,December,3039,2368,Louisiana Superdome,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
2008,December,3039,2369,Hubert H. Humphrey Metrodome,dome,fieldturf,6,7,N/A,N/A,N/A,N/A
2008,December,3039,2370,University of Phoenix Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
2009,January,3045,2376,University of Phoenix Stadium,retractable roof (closed),grass,1,2,N/A,N/A,N/A,N/A
2009,January,3046,2379,Hubert H. Humphrey Metrodome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2009,January,3060,2384,University of Phoenix Stadium,retractable roof (closed),grass,3,4,N/A,N/A,N/A,N/A
2009,September,3297,2392,Reliant Stadium,retractable roof (closed),grass,1,1,N/A,N/A,N/A,N/A
2009,September,3297,2393,Louisiana Superdome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2009,September,3297,2396,Georgia Dome,dome,fieldturf,2,4,N/A,N/A,N/A,N/A
2009,September,3297,2397,University of Phoenix Stadium,retractable roof (closed),grass,5,5,N/A,N/A,N/A,N/A
2009,September,3304,2404,Georgia Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,September,3304,2408,Ford Field,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2009,September,3311,2419,Edward Jones Dome,dome,fieldturf,4,5,N/A,N/A,N/A,N/A
2009,September,3311,2421,Ford Field,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,September,3311,2425,Reliant Stadium,retractable roof (closed),grass,2,2,N/A,N/A,N/A,N/A
2009,September,3311,2426,Hubert H. Humphrey Metrodome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2009,September,3311,2433,University of Phoenix Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
2009,September,3312,2434,Cowboys Stadium,retractable roof (closed),fieldturf,2,3,N/A,N/A,N/A,N/A
2009,October,3319,2438,Reliant Stadium,retractable roof (closed),grass,4,5,N/A,N/A,N/A,N/A
2009,October,3319,2444,Louisiana Superdome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,October,3320,2448,Hubert H. Humphrey Metrodome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2009,October,3326,2450,Edward Jones Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,October,3326,2452,Ford Field,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2009,October,3326,2458,University of Phoenix Stadium,retractable roof (closed),grass,0,1,N/A,N/A,N/A,N/A
2009,October,3333,2468,Louisiana Superdome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,October,3333,2470,Hubert H. Humphrey Metrodome,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
2009,October,3333,2475,Georgia Dome,dome,fieldturf,0,0,N/A,N/A,N/A,N/A
2009,October,3340,2478,Edward Jones Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,October,3340,2485,Cowboys Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
2009,November,3346,2495,Cowboys Stadium,retractable roof (closed),fieldturf,2,3,N/A,N/A,N/A,N/A
2009,November,3346,2496,Ford Field,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2009,November,3346,2500,University of Phoenix Stadium,retractable roof (closed),grass,2,2,N/A,N/A,N/A,N/A
2009,November,3347,2502,Louisiana Superdome,dome,fieldturf,2,5,N/A,N/A,N/A,N/A
2009,November,3353,2506,Georgia Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,November,3353,2510,Louisiana Superdome,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2009,November,3360,2517,Edward Jones Dome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2009,November,3360,2524,Hubert H. Humphrey Metrodome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2009,November,3360,2526,University of Phoenix Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
2009,November,3360,2529,Lucas Oil Stadium,retractable roof (closed),fieldturf,2,2,N/A,N/A,N/A,N/A
2009,November,3367,2534,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2009,November,3367,2537,Cowboys Stadium,retractable roof (closed),fieldturf,2,5,N/A,N/A,N/A,N/A
2009,November,3367,2540,Hubert H. Humphrey Metrodome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2009,November,3367,2541,Edward Jones Dome,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
2009,November,3371,2547,Ford Field,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2009,November,3374,2550,Edward Jones Dome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2009,November,3374,2555,Georgia Dome,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2009,November,3374,2559,Hubert H. Humphrey Metrodome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2009,November,3375,2562,Louisiana Superdome,dome,fieldturf,2,4,N/A,N/A,N/A,N/A
2009,December,3379,2563,Rogers Centre,dome,fieldturf,6,6,N/A,N/A,N/A,N/A
2009,December,3382,2569,Georgia Dome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2009,December,3382,2571,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,4,N/A,N/A,N/A,N/A
2009,December,3382,2577,University of Phoenix Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
2009,December,3389,2582,Georgia Dome,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2009,December,3389,2584,Lucas Oil Stadium,retractable roof (closed),fieldturf,1,2,N/A,N/A,N/A,N/A
2009,December,3389,2585,Reliant Stadium,retractable roof (closed),grass,2,4,N/A,N/A,N/A,N/A
2009,December,3389,2589,Hubert H. Humphrey Metrodome,dome,fieldturf,4,4,N/A,N/A,N/A,N/A
2009,December,3395,2596,Louisiana Superdome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2009,December,3396,2598,Edward Jones Dome,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
2009,December,3396,2600,Ford Field,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2009,December,3403,2613,Georgia Dome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2009,December,3403,2619,Louisiana Superdome,dome,fieldturf,3,4,N/A,N/A,N/A,N/A
2009,December,3403,2623,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
2010,January,3410,2627,Edward Jones Dome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2010,January,3410,2630,Reliant Stadium,retractable roof (closed),grass,2,4,N/A,N/A,N/A,N/A
2010,January,3410,2632,Ford Field,dome,fieldturf,6,6,N/A,N/A,N/A,N/A
2010,January,3410,2635,Hubert H. Humphrey Metrodome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2010,January,3410,2636,University of Phoenix Stadium,retractable roof (closed),grass,1,1,N/A,N/A,N/A,N/A
2010,January,3410,2637,Cowboys Stadium,retractable roof (closed),fieldturf,1,3,N/A,N/A,N/A,N/A
2010,January,3416,2644,Cowboys Stadium,retractable roof (closed),fieldturf,2,2,N/A,N/A,N/A,N/A
2010,January,3417,2646,University of Phoenix Stadium,retractable roof (closed),grass,2,4,N/A,N/A,N/A,N/A
2010,January,3423,2647,Louisiana Superdome,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
2010,January,3423,2648,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
2010,January,3424,2649,Hubert H. Humphrey Metrodome,dome,fieldturf,3,5,N/A,N/A,N/A,N/A
2010,January,3431,2651,Lucas Oil Stadium,retractable roof (closed),fieldturf,4,6,N/A,N/A,N/A,N/A
2010,January,3431,2652,Louisiana Superdome,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2010,September,3658,2654,Louisiana Superdome,dome,sportturf,1,3,N/A,N/A,N/A,N/A
2010,September,3661,2657,Reliant Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
2010,September,3661,2664,Edward Jones Dome,dome,astroplay,3,4,N/A,N/A,N/A,N/A
2010,September,3668,2672,Ford Field,dome,fieldturf,1,1,N/A,N/A,N/A,N/A
2010,September,3668,2675,Georgia Dome,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
2010,September,3668,2677,Cowboys Stadium,retractable roof (closed),matrixturf,4,5,N/A,N/A,N/A,N/A
2010,September,3668,2678,Mall of America Field,dome,sportturf,1,1,N/A,N/A,N/A,N/A
2010,September,3675,2687,Reliant Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
2010,September,3675,2691,Louisiana Superdome,dome,sportturf,3,4,N/A,N/A,N/A,N/A
2010,September,3675,2694,Mall of America Field,dome,sportturf,2,3,N/A,N/A,N/A,N/A
2010,September,3675,2696,Edward Jones Dome,dome,astroplay,6,7,N/A,N/A,N/A,N/A
2010,September,3675,2697,University of Phoenix Stadium,retractable roof (closed),grass,4,7,N/A,N/A,N/A,N/A
2010,October,3683,2702,Edward Jones Dome,dome,astroplay,3,3,N/A,N/A,N/A,N/A
2010,October,3683,2708,Georgia Dome,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
2010,October,3683,2709,Louisiana Superdome,dome,sportturf,3,3,N/A,N/A,N/A,N/A
2010,October,3690,2716,Ford Field,dome,fieldturf,5,5,N/A,N/A,N/A,N/A
2010,October,3690,2723,Lucas Oil Stadium,retractable roof (closed),fieldturf,7,8,N/A,N/A,N/A,N/A
2010,October,3690,2724,Reliant Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
2010,October,3690,2725,University of Phoenix Stadium,retractable roof (closed),grass,5,6,N/A,N/A,N/A,N/A
2010,October,3690,2727,Cowboys Stadium,retractable roof (closed),matrixturf,4,5,N/A,N/A,N/A,N/A
